Titel,Auteur,Tags,Locatie,Goodreads Link,Graad,ISBN,Link coverafbeelding
Orfeo,Wendy Stroobant,"muziek, thriller, spanning",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Orfeo+Wendy+Stroobant,Derde graad,,
Kartonnen dozen,Tom Lanoye,"coming of age, autobiografie, identiteit",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Kartonnen+dozen+Tom+Lanoye,Derde graad,,
De dochter van de heelmeester,Amy Tan,"historisch, familie",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+dochter+van+de+heelmeester+Amy+Tan,Derde graad,,
Catch 22,Joseph Heller,"historisch, oorlog, satire, klassieker",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Catch+22+Joseph+Heller,Derde graad,,
Verbeeld je,Joseph Heller,"humor, identiteit,",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Verbeeld+je+Joseph+Heller,Derde graad,,
Nagelaten dagen,Marga Minco,"historisch, oorlog, verlies",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Nagelaten+dagen+Marga+Minco,Derde graad,,
De virtuoos,Margriet de Moor,"historisch, kunst, identiteit",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+virtuoos+Margriet+de+Moor,Derde graad,,
Terug tot Ina Damman,Simon Vestdijk,"klassieker, coming of age, identiteit",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Terug+tot+Ina+Damman+Simon+Vestdijk,Derde graad,,
Slaap!,Annelies Verbeke,"psychologisch, thriller, identiteit",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Slaap!+Annelies+Verbeke,Derde graad,,
Nachtboek van een slapeloze,Patricia De Martelaere,"filosofie, essay, identiteit",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Nachtboek+van+een+slapeloze+Patricia+De+Martelaere,Derde graad,,
De staart van de hagedis,Juan Marsé,"historisch, mysterie, familie, verlies",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+staart+van+de+hagedis+Juan+Marsé,Derde graad,,
Land van majesteiten,Brigitte van Aken,"drama, familie, identiteit",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Land+van+majesteiten+Brigitte+van+Aken,Derde graad,,
In ongenade,J.M. Coetzee,"drama, identiteit",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+In+ongenade+J.M.+Coetzee,Derde graad,,
Paravion,Hafid Bouazza,"migratie, identiteit",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Paravion+Hafid+Bouazza,Derde graad,,
De kracht van Marrakech,Gaston van Camp,"reizen, avontuur, familie",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+kracht+van+Marrakech+Gaston+van+Camp,Derde graad,,
De bijenkorf,Camilo José Cela,"historisch, identiteit",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+bijenkorf+Camilo+José+Cela,Derde graad,,
Het verdriet van België,Hugo Claus,"historisch, klassieker, identiteit",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Het+verdriet+van+België+Hugo+Claus,Derde graad,,
De heerlijkheid van Julia,Oscar van den Boogaard,"romance, drama, identiteit",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+heerlijkheid+van+Julia+Oscar+van+den+Boogaard,Derde graad,,
Vrijdag visdag,Luc Boudens,"humor, identiteit",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Vrijdag+visdag+Luc+Boudens,Derde graad,,
Vele hemels boven de zevende,Griet Op de Beeck,"familie, drama, mental health",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Vele+hemels+boven+de+zevende+Griet+Op+de+Beeck,Derde graad,,
De wijde buik,Willem Jan Otten,"poëzie, identiteit, familie",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+wijde+buik+Willem+Jan+Otten,Derde graad,,
Tongkat: een verhalenbordeel,Peter Verhelst,"kortverhalen, identiteit",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Tongkat:+een+verhalenbordeel+Peter+Verhelst,Derde graad,,
Ons mankeert niets (Dutch Edition),Willem Jan Otten,"drama, familie, identiteit",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Ons+mankeert+niets+(Dutch+Edition)+Willem+Jan+Otten,Derde graad,,
Het eigen lot,Kenzaburō Ōe,"drama, identiteit",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Het+eigen+lot+Kenzaburō+Ōe,Derde graad,9789029093750,
De hoogmoedige doden,Kenzaburō Ōe,"kortverhalen, oorlog",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+hoogmoedige+doden+Kenzaburō+Ōe,Derde graad,9789029044707,
Het feest der liefde,Ronald Giphart,"romance, humor, bekroond",Boektoppers,https://www.google.com/search?q=site%3Agoodreads.com+Het+feest+der+liefde+Ronald+Giphart,Derde graad,9789403109428,
Misdaden,Ferdinand von Schirach,"misdaad, non-fictie, bekroond",Boektoppers,https://www.google.com/search?q=site%3Agoodreads.com+Misdaden+Ferdinand+von+Schirach,Derde graad,9789030000000,
Mr. Miller,Charles den Tex,"spanning, thriller, misdaad",Boektoppers,https://www.google.com/search?q=site%3Agoodreads.com+Mr.+Miller+Charles+den+Tex,Eerste graad,9789460000000,
Siegfried,Harry Mulisch,"bekroond, identiteit, drama",Boektoppers,https://www.google.com/search?q=site%3Agoodreads.com+Siegfried+Harry+Mulisch,Derde graad,9789020000000,
Norwegian Wood,Haruki Murakami,"magisch realisme, romance, verlies",Boektoppers,https://www.google.com/search?q=site%3Agoodreads.com+Norwegian+Wood+Haruki+Murakami,Derde graad,9789046704004,
De gouden druppel,Michel Tournier,"bekroond, identiteit, migratie",Boektoppers,https://www.google.com/search?q=site%3Agoodreads.com+De+gouden+druppel+Michel+Tournier,Eerste graad,9789029021975,
Oesters,Rascha Peper,"bekroond, identiteit, familie",Boektoppers,https://www.google.com/search?q=site%3Agoodreads.com+Oesters+Rascha+Peper,Eerste graad,9789025455057,
Zoeken naar Eileen W.,Leon de Winter,"identiteit, spanning, familie, romance",Boektoppers,https://www.google.com/search?q=site%3Agoodreads.com+Zoeken+naar+Eileen+W.+Leon+de+Winter,Eerste graad,9789023478539,
Het parfum,Patrick Süskind,"bekroond, mysterie, spanning",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Het+parfum+Patrick+Süskind,Derde graad,9789040000000,
Allerzielen,Cees Nooteboom,"romance, identiteit, drama",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Allerzielen+Cees+Nooteboom,Derde graad,9789030000000,
Omtrent Deedee,Hugo Claus,"bekroond, familie, drama",Boektoppers,https://www.google.com/search?q=site%3Agoodreads.com+Omtrent+Deedee+Hugo+Claus,Derde graad,9789020000000,
De blinde vlek (Thomas Berg #2),Jo Claes,"bekroond, misdaad, mysterie",Boektoppers,https://www.google.com/search?q=site%3Agoodreads.com+De+blinde+vlek+(Thomas+Berg+#2)+Jo+Claes,Eerste graad,9789090000000,
De Gele Rivier is bevroren,Leo Pleysier,"bekroond, familie, mysterie",Boektoppers,https://www.google.com/search?q=site%3Agoodreads.com+De+Gele+Rivier+is+bevroren+Leo+Pleysier,Eerste graad,9789020000000,
De geschiedenis van mijn kaalheid,Marek van der Jagt,"bekroond, romance, humor",Boektoppers,https://www.google.com/search?q=site%3Agoodreads.com+De+geschiedenis+van+mijn+kaalheid+Marek+van+der+Jagt,Eerste graad,9789052269023,
Nooit meer slapen,Willem Frederik Hermans,"bekroond, avontuur, psychologisch",Boektoppers,https://www.google.com/search?q=site%3Agoodreads.com+Nooit+meer+slapen+Willem+Frederik+Hermans,Derde graad,9789023463825,
Grijze zielen,Philippe Claudel,"bekroond, mysterie, verlies",Boektoppers,https://www.google.com/search?q=site%3Agoodreads.com+Grijze+zielen+Philippe+Claudel,Derde graad,9789020000000,
Opwaaiende zomerjurken,Oek de Jong,"bekroond, coming of age, identiteit",Boektoppers,https://www.google.com/search?q=site%3Agoodreads.com+Opwaaiende+zomerjurken+Oek+de+Jong,Derde graad,9789030000000,
Karakter,F. Bordewijk,"bekroond, klassieker, drama",Boektoppers,https://www.google.com/search?q=site%3Agoodreads.com+Karakter+F.+Bordewijk,Derde graad,9789040000000,
Zonder genade,Renate Dorrestein,"bekroond, verlies, romance",Boektoppers,https://www.google.com/search?q=site%3Agoodreads.com+Zonder+genade+Renate+Dorrestein,Tweede graad,9789025415327,
Verborgen gebreken,Renate Dorrestein,"bekroond, avontuur, familie, mysterie, verlies",Boektoppers,https://www.google.com/search?q=site%3Agoodreads.com+Verborgen+gebreken+Renate+Dorrestein,Tweede graad,9789030000000,
Tirza,Arnon Grunberg,"bekroond, familie, drama",Boektoppers,https://www.google.com/search?q=site%3Agoodreads.com+Tirza+Arnon+Grunberg,Derde graad,9789040000000,
Het grote verlangen,Marcel Möring,"bekroond, identiteit, familie",Boektoppers,https://www.google.com/search?q=site%3Agoodreads.com+Het+grote+verlangen+Marcel+Möring,Derde graad,9789040000000,
Vrouwland,Rachida Lamrabet,"bekroond, migratie, identiteit",Boektoppers,https://www.google.com/search?q=site%3Agoodreads.com+Vrouwland+Rachida+Lamrabet,Tweede graad,9789090000000,
Vluchteling,Alan Gratz,"bekroond, migratie, spanning",Boektoppers,https://www.google.com/search?q=site%3Agoodreads.com+Vluchteling+Alan+Gratz,Eerste graad,9789040000000,
Het derde huwelijk,Tom Lanoye,"bekroond, romance, identiteit",Boektoppers,https://www.google.com/search?q=site%3Agoodreads.com+Het+derde+huwelijk+Tom+Lanoye,Derde graad,9789040000000,
Het diner,Herman Koch,"bekroond, misdaad, mysterie, satire, spanning, identiteit, familie",Boektoppers,https://www.google.com/search?q=site%3Agoodreads.com+Het+diner+Herman+Koch,Derde graad,9789040000000,
De zaak Alzheimer,Jef Geeraerts,"bekroond, misdaad, spanning",Boektoppers,https://www.google.com/search?q=site%3Agoodreads.com+De+zaak+Alzheimer+Jef+Geeraerts,Tweede graad,9789020000000,
Hersenschimmen,J. Bernlef,"bekroond, klassieker, mental health, verlies",Boektoppers,https://www.google.com/search?q=site%3Agoodreads.com+Hersenschimmen+J.+Bernlef,Derde graad,9789020000000,
Minnares van de duivel,Naima El Bezaz,"bekroond, identiteit, drama",Boektoppers,https://www.google.com/search?q=site%3Agoodreads.com+Minnares+van+de+duivel+Naima+El+Bezaz,Tweede graad,9789030000000,
Mijn kleine oorlog,Louis Paul Boon,"bekroond, oorlog, historisch",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Mijn+kleine+oorlog+Louis+Paul+Boon,Derde graad,9789000000000,
XXL,Jon Ewo,"humor, identiteit, drama",Nederlandstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+XXL:+een+maximalisatie+roman+over+het+leven,+de+liefde+en+de+kunst+Jon+Ewo",Derde graad,9789060000000,
Waterkind,Carolyn F. Logan,"avontuur, familie",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Kind+van+de+rivier+Carolyn+F.+Logan,Eerste graad,978-9052405452,
Aanraken van de aarde,Margo Lanagan,"fantasy, avontuur",Boektoppers,https://www.google.com/search?q=site%3Agoodreads.com+Aanraken+van+de+aarde+Margo+Lanagan,Eerste graad,9781860000000,
De geur van melisse,Per Nilson,"coming of age, identiteit, school",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+geur+van+metisse+Per+Nilson,Eerste graad,9789060000000,
De spin en de sleutel,Anna Woltz,"spanning, bekroond, familie, mental health, psychologisch, verlies",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+spin+en+de+sleutel+Anna+Wolz,Eerste graad,9789050000000,
